Education,Experience,Job_Title,Age,Gender,Location,Salary_USD
Master,15,Logistics Coordinator,26,Male,Germany,63253.99553559918
Bachelor,26,Graphic Designer,24,Female,Cuba,46304.16348764012
Master,10,Project Manager (Non-IT),51,Female,England,108328.69152209102
Bachelor,8,Customer Service Manager,44,Male,?,45505.34516906441
PhD,3,Administrative Assistant,55,Female,Greece,43227.952678276546
High School,9,Data Entry Clerk,29,Male,Hong,6790.853559338049
Bachelor,8,Accountant,32,Male,Mexico,63905.90054875746
Master,28,Accountant,30,Female,Taiwan,100170.10957587512
Master,18,Operations Coordinator,44,Female,Peru,63758.30922248389
Master,26,Data Entry Clerk,41,Female,El-Salvador,36480.0
High School,12,Logistics Coordinator,40,Male,Portugal,14233.73190438571
PhD,23,Sales Representative,31,Male,Cambodia,127875.85117058107
High School,13,Customer Service Manager,59,Female,Jamaica,16908.74885672636
Master,11,Teacher,44,Female,Trinadad&Tobago,53523.71308854092
High School,18,Accountant,48,Male,Columbia,22221.090547899985
Bachelor,18,Construction Worker,42,Female,Puerto-Rico,28603.613577136854
PhD,11,Graphic Designer,52,Female,United-States,102834.84556459793
PhD,19,Sales Representative,63,Male,Taiwan,123292.85255310312
High School,15,Customer Service Manager,61,Female,Hungary,18278.312600835947
High School,12,Graphic Designer,22,Male,Yugoslavia,13080.193217620077
Bachelor,10,Accountant,62,Male,Cambodia,63465.884802333916
Master,14,Sales Representative,46,Male,Puerto-Rico,88426.41742317761
Master,13,Operations Coordinator,55,Female,Haiti,70988.71731771762
PhD,22,Librarian,36,Female,Cambodia,75673.35207346946
PhD,21,Event Planner,30,Female,Italy,110885.98331579624
Bachelor,6,Logistics Coordinator,56,Female,Poland,43019.373426858525
High School,4,Event Planner,29,Female,Philippines,15250.133663927369
PhD,5,Project Manager (Non-IT),40,Female,Cuba,148625.2487972743
High School,10,Project Manager (Non-IT),23,Female,Cuba,24395.123729675102
Master,17,Sales Representative,23,Male,India,83695.96141156091
Master,5,Retail Store Manager,23,Female,Honduras,58642.66054957065
PhD,18,Logistics Coordinator,50,Female,Cambodia,105000.0
High School,14,Logistics Coordinator,41,Female,Ecuador,14918.259669664585
PhD,26,Project Manager (Non-IT),50,Female,Laos,164527.2008550949
Master,13,Nurse,49,Male,Iran,91166.80861128941
High School,18,Event Planner,47,Male,Trinadad&Tobago,19413.037475618363
High School,28,Social Worker,52,Male,El-Salvador,14160.0
Master,16,Construction Worker,46,Male,Nicaragua,46354.66639002415
PhD,28,Teacher,58,Male,Greece,84216.40515882606
High School,25,Event Planner,29,Female,Haiti,19345.97784767781
Bachelor,17,Social Worker,25,Male,Laos,33974.99352495104
Bachelor,21,Logistics Coordinator,61,Male,Ecuador,48005.37302998645
Bachelor,5,Graphic Designer,39,Male,United-States,44211.884766319126
Master,5,Nurse,25,Female,Hong,74187.95207801483
Bachelor,7,Data Entry Clerk,54,Male,Vietnam,19798.487453252375
Master,6,Operations Coordinator,63,Female,South,66006.61154124787
Master,24,Nurse,40,Female,Italy,93486.05835789784
PhD,22,Sales Representative,54,Male,Trinadad&Tobago,131100.0
Master,10,Retail Store Manager,35,Female,Yugoslavia,52842.24500392104
High School,13,Project Manager (Non-IT),63,Male,Iran,24671.41314372208
Master,11,Event Planner,37,Female,South,71341.79627573078
High School,4,Data Entry Clerk,52,Male,India,6252.021330431052
Bachelor,15,Data Entry Clerk,51,Female,Mexico,19626.566789256853
Master,15,Retail Store Manager,26,Male,France,61539.41492731999
Master,24,Chef,56,Female,Cuba,79645.37330497096
High School,3,Graphic Designer,43,Male,England,14345.439652467147
High School,21,Librarian,60,Male,Taiwan,12717.850865654616
Master,10,Sales Representative,41,Male,Japan,77799.12892515188
Master,29,Accountant,47,Female,Ireland,106830.98704220125
Bachelor,22,Administrative Assistant,36,Female,Outlying-US(Guam-USVI-etc),27924.253472797092
PhD,2,Marketing Manager,29,Male,Nicaragua,81994.40201253674
PhD,16,Accountant,29,Female,Iran,133308.90799869533
Bachelor,29,Sales Representative,41,Female,Thailand,59833.116023932984
Master,6,Financial Analyst,54,Female,Laos,99754.05427917132
High School,7,Event Planner,45,Male,Canada,16678.972813727356
Master,22,Construction Worker,59,Male,South,42280.378048541585
Master,28,Chef,46,Male,China,83520.00000000001
PhD,28,Administrative Assistant,21,Male,Columbia,65296.95306157555
Bachelor,8,Librarian,52,Female,Poland,31344.362952070125
PhD,7,Event Planner,42,Male,Trinadad&Tobago,101956.87065008002
Bachelor,19,Graphic Designer,30,Female,China,42791.78967691096
Master,24,Operations Coordinator,55,Male,Taiwan,76800.0
Bachelor,9,Construction Worker,34,Female,Trinadad&Tobago,21199.467618951596
PhD,10,Event Planner,25,Female,?,96507.18479392685
Master,3,Social Worker,22,Male,Japan,41811.24913004277
Master,6,Marketing Manager,47,Male,Haiti,76327.76924120776
Master,5,Retail Store Manager,62,Male,Guatemala,52071.512941398585
PhD,14,Logistics Coordinator,51,Male,Hong,91046.08187063356
PhD,23,Retail Store Manager,20,Male,Nicaragua,82970.6823407559
High School,21,Social Worker,53,Female,Jamaica,13322.488875589546
PhD,27,Graphic Designer,44,Male,United-States,105000.0
High School,20,Accountant,45,Female,Iran,21553.464037942333
Bachelor,29,Operations Coordinator,57,Female,Italy,50647.80497262374
Master,12,Teacher,21,Male,Italy,47731.96134947333
High School,21,Accountant,41,Male,Scotland,22724.813839245606
PhD,26,Retail Store Manager,40,Female,United-States,91583.8055116119
PhD,1,HR Specialist,53,Male,United-States,106886.1411472439
PhD,26,Teacher,42,Female,Cambodia,85545.72738649807
High School,5,Librarian,30,Female,Mexico,11578.581527987188
Bachelor,1,Event Planner,35,Female,Columbia,40429.15055151893
Master,24,Construction Worker,58,Female,India,49627.666903579324
Master,1,Customer Service Manager,42,Female,United-States,74425.0972589928
Master,26,Construction Worker,57,Male,Outlying-US(Guam-USVI-etc),47818.330348646574
Bachelor,25,Chef,33,Female,Yugoslavia,55090.34442496565
Bachelor,9,HR Specialist,32,Male,South,54814.18996423479
High School,6,Accountant,57,Female,Puerto-Rico,21279.75052847242
Master,3,Logistics Coordinator,49,Male,?,56073.45464315541
Master,17,Customer Service Manager,43,Female,El-Salvador,79904.1853998674
Bachelor,22,Retail Store Manager,38,Female,Trinadad&Tobago,44169.79136979517
PhD,19,Operations Coordinator,47,Female,Iran,100387.45675380787
PhD,9,Logistics Coordinator,33,Female,Ireland,82174.13677760672
High School,4,Customer Service Manager,36,Female,Dominican-Republic,16637.14874425055
High School,24,Event Planner,44,Female,India,17907.663326138685
Bachelor,9,Chef,49,Male,Dominican-Republic,41025.6782852108
Master,28,Customer Service Manager,21,Male,Japan,85585.46355242078
PhD,9,Retail Store Manager,48,Female,Honduras,74832.96418534072
PhD,12,HR Specialist,30,Female,Ireland,119409.78756339739
High School,21,Graphic Designer,39,Male,India,16214.192501786136
High School,21,Operations Coordinator,28,Female,Philippines,15278.217552491054
PhD,24,Marketing Manager,27,Male,Dominican-Republic,127685.69533536273
Master,12,Librarian,34,Male,Greece,49573.093988681794
Master,29,Customer Service Manager,40,Male,Iran,84485.7427324138
High School,29,Logistics Coordinator,23,Male,Puerto-Rico,14956.922331676238
Master,4,Librarian,64,Male,Hungary,44850.468463216515
PhD,24,Accountant,46,Male,Thailand,138406.8679636033
Master,23,Project Manager (Non-IT),25,Female,France,121339.10918744617
High School,29,Librarian,25,Female,Guatemala,12065.25753656317
Bachelor,28,Financial Analyst,20,Male,United-States,78000.0
High School,3,Customer Service Manager,33,Male,Peru,16933.045145361866
Master,24,Administrative Assistant,32,Male,Greece,47874.778887844666
PhD,17,Customer Service Manager,62,Female,India,108224.47079973026
PhD,7,Administrative Assistant,61,Male,Germany,60352.6911860238
High School,9,Graphic Designer,60,Male,Vietnam,14107.706085944636
Bachelor,27,Sales Representative,60,Male,United-States,64227.46128123238
Bachelor,14,Logistics Coordinator,30,Male,Japan,43901.04016617088
High School,1,Customer Service Manager,63,Male,Poland,14194.186977947269
Master,29,Social Worker,31,Male,Outlying-US(Guam-USVI-etc),63312.764191060516
High School,26,Sales Representative,47,Female,Dominican-Republic,20760.0
High School,27,Chef,42,Female,Cuba,17330.04009042086
Bachelor,17,Construction Worker,39,Female,Greece,28669.99225900003
Master,1,Nurse,37,Male,Hungary,75899.02476549527
Master,8,Event Planner,52,Female,Ireland,79623.35086051005
Bachelor,9,Sales Representative,21,Male,Hong,51753.60112908491
PhD,2,Logistics Coordinator,30,Male,South,74970.31499737519
PhD,19,Operations Coordinator,58,Female,Greece,96963.56071248495
PhD,27,Accountant,48,Female,Honduras,141039.15338785556
PhD,8,Accountant,36,Male,Japan,128800.02343130358
Bachelor,11,Marketing Manager,64,Male,India,55044.83068736324
High School,17,Project Manager (Non-IT),47,Male,Japan,25201.938313423376
PhD,4,HR Specialist,64,Male,?,104782.13169876001
PhD,26,Librarian,53,Female,Hong,76300.3651572799
Master,12,Construction Worker,60,Male,Vietnam,43812.55268363865
Bachelor,16,Nurse,52,Female,Thailand,66863.81150823545
Master,28,Graphic Designer,26,Female,Scotland,67200.34792689317
High School,1,Construction Worker,39,Male,Outlying-US(Guam-USVI-etc),7728.863214370391
Master,18,HR Specialist,62,Male,India,98370.62599689273
PhD,11,Administrative Assistant,57,Female,China,55440.507696903216
PhD,16,Event Planner,31,Female,Outlying-US(Guam-USVI-etc),115571.41447355795
Master,17,Social Worker,24,Female,Japan,55361.711440322804
Bachelor,3,Teacher,64,Female,Iran,36777.336017770554
PhD,22,Teacher,46,Female,Jamaica,83426.52628954929
PhD,27,Construction Worker,49,Female,United-States,70200.0
High School,5,Financial Analyst,56,Male,China,20551.770388647346
Master,18,Operations Coordinator,48,Male,France,71264.71413632277
PhD,20,Administrative Assistant,64,Female,Iran,62789.77426335851
Master,5,Graphic Designer,60,Male,Ecuador,67243.26868428693
High School,22,Logistics Coordinator,22,Female,Yugoslavia,16319.23171541407
High School,19,Administrative Assistant,40,Female,China,10404.4117913994
High School,12,Teacher,58,Female,Guatemala,12432.016210110634
Master,24,HR Specialist,32,Male,Hong,97664.88702833476
Master,19,Administrative Assistant,54,Female,Columbia,40799.09959197558
PhD,25,Logistics Coordinator,56,Male,Guatemala,97063.64828735453
Master,5,Administrative Assistant,56,Female,El-Salvador,40813.36582898386
Bachelor,27,Accountant,30,Female,Vietnam,67042.35300187365
Master,22,Teacher,58,Female,Greece,55652.78146276419
Master,20,Operations Coordinator,31,Female,India,68490.60583154175
Bachelor,26,Retail Store Manager,63,Female,Guatemala,42898.65535221869
PhD,23,Nurse,57,Male,Nicaragua,126804.28279114934
Master,23,Construction Worker,46,Male,Jamaica,46645.480305372286
Bachelor,18,Administrative Assistant,33,Male,Cuba,25034.53221603186
Bachelor,15,Construction Worker,23,Male,Japan,24550.64880126135
Master,9,Customer Service Manager,64,Male,Peru,73103.87819754408
High School,8,Logistics Coordinator,57,Male,Philippines,15090.916650927782
High School,15,Chef,50,Male,?,15914.450940915398
Master,22,Teacher,22,Female,Scotland,58476.73534671419
Master,21,Retail Store Manager,31,Female,Germany,62165.63458674268
Bachelor,24,Construction Worker,54,Male,Italy,31017.990561613933
PhD,17,Customer Service Manager,26,Female,Philippines,113867.09205834346
High School,4,Graphic Designer,20,Male,China,12595.91585501463
Master,8,Graphic Designer,28,Male,Jamaica,59907.213110505705
Bachelor,2,Customer Service Manager,42,Male,Yugoslavia,41516.91327002756
PhD,4,Project Manager (Non-IT),30,Male,South,141797.67738057225
PhD,28,Social Worker,64,Female,Portugal,87600.0
High School,19,Project Manager (Non-IT),35,Female,Thailand,24307.009856573964
Bachelor,2,Financial Analyst,35,Female,Laos,60145.71602136564
PhD,26,Social Worker,50,Female,Laos,86118.79957905404
Bachelor,8,Chef,46,Female,El-Salvador,43997.341056944744
High School,7,Marketing Manager,36,Male,Cuba,15861.239405801003
High School,21,Logistics Coordinator,38,Male,Hungary,14631.812027585122
Bachelor,17,Financial Analyst,29,Female,Cambodia,73420.81185733897
Master,20,Data Entry Clerk,33,Female,Vietnam,34177.77070597953
Master,21,Construction Worker,41,Female,Columbia,46859.1562594318
High School,27,Customer Service Manager,37,Female,Scotland,19035.047118237093
PhD,2,Data Entry Clerk,53,Male,Columbia,37194.460121304866
Master,17,Construction Worker,50,Male,United-States,48148.677440964864
PhD,18,Project Manager (Non-IT),36,Male,United-States,150548.56389462165
Master,9,Project Manager (Non-IT),24,Female,Mexico,107977.89902502984
High School,28,Teacher,20,Male,Hong,13302.858733090594
Bachelor,2,Librarian,23,Female,Puerto-Rico,27657.164778768343
Bachelor,13,Logistics Coordinator,25,Female,Laos,41333.20562397893
Bachelor,5,Administrative Assistant,42,Female,China,26471.55567242539
Master,27,Financial Analyst,42,Male,India,113345.01812822986
High School,5,Marketing Manager,43,Female,Cambodia,13251.214435772332
Master,15,Operations Coordinator,40,Female,South,69803.55820218146
Master,5,Financial Analyst,36,Male,France,98747.60986745034
Bachelor,28,Operations Coordinator,54,Male,Vietnam,48584.56922169829
Master,14,HR Specialist,63,Male,Honduras,88406.97731238583
High School,13,Data Entry Clerk,56,Male,Cuba,7612.332716277567
PhD,16,Operations Coordinator,28,Female,Philippines,96081.26912013022
Master,22,Marketing Manager,55,Male,Nicaragua,96717.65920573074
High School,2,Operations Coordinator,43,Female,France,12716.485784602597
PhD,3,Project Manager (Non-IT),63,Female,Vietnam,138530.1214831435
Master,22,Marketing Manager,55,Male,Japan,107004.44930154372
Bachelor,13,Administrative Assistant,29,Male,Jamaica,24787.593722869788
High School,10,Chef,32,Male,Outlying-US(Guam-USVI-etc),15796.241487948086
PhD,22,Administrative Assistant,55,Female,Yugoslavia,70200.0
High School,3,Construction Worker,57,Male,Germany,9846.427458952918
Master,24,Teacher,44,Female,Dominican-Republic,60105.46951269257
PhD,6,Marketing Manager,39,Male,Taiwan,96641.74515671469
Bachelor,17,Customer Service Manager,47,Female,Poland,49628.355988799056
PhD,21,Financial Analyst,49,Male,Japan,157200.0
PhD,7,Marketing Manager,26,Female,Laos,111928.28215182184
Master,16,Retail Store Manager,62,Male,Jamaica,63804.34931725672
Bachelor,4,Construction Worker,28,Female,El-Salvador,25995.02256499891
High School,23,Customer Service Manager,64,Female,China,18490.419983733165
Master,3,Operations Coordinator,48,Female,Outlying-US(Guam-USVI-etc),61244.26345282457
High School,15,Librarian,45,Female,Haiti,11599.873229513794
High School,23,Graphic Designer,51,Female,?,15875.8771581678
Bachelor,28,Operations Coordinator,36,Male,Puerto-Rico,46831.09901598756
Bachelor,10,Financial Analyst,64,Male,Ireland,75227.15739785063
High School,8,Customer Service Manager,23,Male,Dominican-Republic,13884.35434762848
Bachelor,11,Marketing Manager,57,Female,Thailand,54036.04425693686
High School,15,Operations Coordinator,45,Male,Italy,16324.447917939808
Master,20,Operations Coordinator,30,Female,South,70071.88776774195
PhD,6,Accountant,34,Female,Greece,122075.73591454464
High School,14,Graphic Designer,25,Female,Laos,15673.10339138625
PhD,18,Chef,29,Female,Cambodia,93679.2019279502
PhD,3,Project Manager (Non-IT),48,Female,Scotland,140751.84378268593
Bachelor,12,Marketing Manager,36,Female,Yugoslavia,42183.334232671026
PhD,11,Librarian,25,Male,Ecuador,67551.96168215827
Bachelor,28,Retail Store Manager,45,Female,Puerto-Rico,46500.0
Bachelor,5,Data Entry Clerk,38,Male,?,17790.44595761768
PhD,18,Project Manager (Non-IT),23,Female,Germany,149097.91892486272
Bachelor,29,Accountant,36,Male,Trinadad&Tobago,68957.99508149007
Master,2,Accountant,27,Male,Nicaragua,69486.8219424482
PhD,4,Construction Worker,49,Male,Peru,46206.562994074004
High School,27,Event Planner,43,Female,Puerto-Rico,18717.725827624636
PhD,12,Operations Coordinator,56,Female,?,87051.43272009894
Master,28,Financial Analyst,62,Male,Yugoslavia,117120.0
Master,8,Accountant,27,Female,Italy,94168.64131853792
High School,27,HR Specialist,63,Male,Italy,22080.0
Master,9,Accountant,20,Female,Columbia,96808.81757798126
Bachelor,17,HR Specialist,39,Female,Poland,61323.50995178621
Bachelor,3,Administrative Assistant,58,Male,Outlying-US(Guam-USVI-etc),18468.73249411293
High School,18,Social Worker,48,Female,Hungary,14067.791196015305
PhD,4,Marketing Manager,20,Female,Portugal,95953.45942474286
Master,20,Financial Analyst,30,Male,United-States,117120.0
PhD,1,Administrative Assistant,41,Female,?,42785.35537817193
High School,29,Nurse,24,Female,Holand-Netherlands,19642.413924089364
Bachelor,21,HR Specialist,31,Female,Ireland,59628.232490592076
High School,28,Sales Representative,26,Female,Columbia,19956.24557449413
High School,14,Nurse,42,Female,Peru,19131.222560551367
PhD,20,Social Worker,48,Female,Puerto-Rico,77044.43867789416
Bachelor,16,Sales Representative,47,Female,United-States,59975.89778037187
Master,26,Construction Worker,54,Male,Portugal,47349.438891277
Bachelor,24,Customer Service Manager,55,Female,Haiti,60000.0
Master,10,Nurse,22,Female,?,83710.74314129463
Bachelor,21,Event Planner,42,Male,Jamaica,58905.688505956954
PhD,21,Operations Coordinator,25,Male,Scotland,100507.6386803257
Master,7,Sales Representative,57,Male,China,82649.65876157997
Bachelor,19,Construction Worker,23,Female,France,28030.470844921532
Bachelor,4,Construction Worker,60,Male,Taiwan,21329.74962313866
PhD,18,Graphic Designer,44,Female,Thailand,105000.0
PhD,25,Retail Store Manager,55,Male,France,94416.36160052965
PhD,21,Customer Service Manager,35,Male,Poland,114110.89365796423
PhD,10,Accountant,28,Male,Yugoslavia,136470.758648835
PhD,22,Administrative Assistant,23,Female,Nicaragua,65548.68421504654
High School,27,Graphic Designer,57,Male,Vietnam,16339.002303510893
High School,19,Nurse,36,Male,Canada,20332.21929654391
PhD,8,Construction Worker,51,Male,Ecuador,58039.386507939045
High School,15,Sales Representative,36,Female,Hungary,18717.761089973657
High School,9,Social Worker,25,Female,Vietnam,12035.361863475091
High School,3,Administrative Assistant,31,Female,Outlying-US(Guam-USVI-etc),9166.442363362676
Bachelor,1,Administrative Assistant,22,Female,Guatemala,18270.643217369714
Master,4,Data Entry Clerk,38,Male,Portugal,26806.307345288595
Master,14,Marketing Manager,33,Female,United-States,67023.02163322066
Master,24,Logistics Coordinator,25,Male,Scotland,71461.01832083125
Master,19,Marketing Manager,24,Male,Portugal,90012.76369515322
Master,13,Retail Store Manager,54,Male,Thailand,55644.35088809916
Bachelor,11,Financial Analyst,44,Female,Germany,73323.442339718
Master,23,Accountant,41,Male,Cambodia,110400.0
Master,7,Chef,22,Female,Nicaragua,70308.62219386504
Bachelor,19,Data Entry Clerk,35,Female,Scotland,20012.574536994358
High School,12,Teacher,24,Male,Philippines,11471.902195315395
PhD,1,Graphic Designer,47,Female,Ireland,80447.47995857171
Master,27,Marketing Manager,60,Male,Hungary,103751.32123193039
Bachelor,2,Construction Worker,58,Female,Haiti,20618.987679429214
Master,22,Sales Representative,34,Male,Poland,81445.00174745148
Bachelor,22,Event Planner,48,Female,Dominican-Republic,54629.156251761786
PhD,9,Customer Service Manager,45,Female,Philippines,115991.31438514973
High School,2,Project Manager (Non-IT),24,Female,United-States,21712.61784932262
High School,18,Event Planner,60,Male,Germany,19440.0
Master,7,HR Specialist,29,Female,Vietnam,81121.44407207984
Master,2,Financial Analyst,57,Female,Trinadad&Tobago,99327.78110203474
Bachelor,7,Construction Worker,57,Female,Yugoslavia,27804.776668951683
PhD,20,Librarian,38,Female,Greece,78900.0
PhD,21,Accountant,41,Male,Laos,147348.63788130583
Bachelor,10,Operations Coordinator,52,Female,Columbia,44924.41377910968
High School,27,Nurse,21,Male,Laos,19222.03378217029
Bachelor,26,Financial Analyst,34,Male,Iran,78000.0
Master,21,Nurse,53,Female,Honduras,103680.0
Master,1,Administrative Assistant,64,Female,Mexico,27593.58527178568
High School,4,Logistics Coordinator,20,Female,Greece,11311.125700971268
High School,14,Financial Analyst,51,Female,Outlying-US(Guam-USVI-etc),22784.369251562148
PhD,17,Financial Analyst,46,Female,Philippines,140954.26662185544
Master,27,Construction Worker,34,Female,Vietnam,42239.50449047444
High School,27,Logistics Coordinator,47,Male,Outlying-US(Guam-USVI-etc),16800.0
High School,10,Data Entry Clerk,39,Male,Ecuador,8057.1343283617925
High School,21,Construction Worker,51,Female,Dominican-Republic,10869.221595002202
Bachelor,1,Chef,24,Male,Iran,34921.04494616693
Master,11,Data Entry Clerk,22,Female,Cuba,23851.948786942274
Bachelor,16,Data Entry Clerk,49,Female,Italy,18714.101494690836
PhD,6,Logistics Coordinator,55,Male,Trinadad&Tobago,88319.1678295514
Master,14,HR Specialist,29,Female,Poland,88689.53249495872
Master,27,Chef,27,Male,Cambodia,72467.97390885103
High School,9,Project Manager (Non-IT),62,Male,Canada,24583.965303714394
Master,28,Marketing Manager,56,Male,Greece,92836.69510037961
Bachelor,21,Accountant,62,Male,Japan,68556.23350052633
PhD,8,Nurse,62,Male,United-States,120288.6110823927
PhD,2,Teacher,32,Female,Canada,69721.22185718444
Bachelor,29,Teacher,43,Female,United-States,39949.90747096908
High School,23,HR Specialist,33,Female,Canada,20703.638924734147
High School,6,Project Manager (Non-IT),40,Female,Taiwan,21583.34524587624
High School,10,Data Entry Clerk,26,Male,Poland,6999.12343832176
Master,19,HR Specialist,23,Male,France,86825.21088640837
Master,28,Financial Analyst,42,Male,Mexico,117120.0
Bachelor,26,Event Planner,43,Male,France,59411.75121538291
PhD,23,Graphic Designer,55,Female,Honduras,105000.0
PhD,26,Sales Representative,35,Male,Poland,121577.26342825095
High School,9,Project Manager (Non-IT),64,Male,Jamaica,26040.0
High School,22,Graphic Designer,61,Male,Puerto-Rico,16800.0
Bachelor,16,HR Specialist,49,Male,Honduras,61141.242090061336
High School,29,Construction Worker,56,Male,Iran,11520.0
PhD,20,Construction Worker,42,Male,Honduras,65073.85592953764
Master,21,Accountant,56,Female,England,108496.0065106507
PhD,22,Marketing Manager,49,Male,Italy,124122.26723715413
Master,10,Logistics Coordinator,33,Female,France,63828.3069690869
Master,19,Nurse,53,Male,India,88453.68716617677
Bachelor,14,Sales Representative,38,Female,Trinadad&Tobago,57165.0307103464
Master,24,Customer Service Manager,62,Male,Japan,88907.31455169612
High School,1,Logistics Coordinator,22,Female,Poland,12834.629945036218
PhD,1,Data Entry Clerk,53,Male,Nicaragua,34809.03762900404
High School,2,Retail Store Manager,32,Female,Vietnam,11452.900452648355
Master,29,Sales Representative,43,Female,Ireland,89421.94232378046
High School,5,Administrative Assistant,22,Male,Portugal,7570.880970521618
Bachelor,21,Marketing Manager,36,Male,South,53347.41806251399
High School,3,Construction Worker,48,Male,England,9565.083189042341
PhD,28,Retail Store Manager,44,Female,Laos,96300.0
Master,24,Marketing Manager,48,Male,Jamaica,96647.47487973222
High School,19,Librarian,60,Male,Nicaragua,12840.0
Bachelor,19,Accountant,60,Male,Japan,64834.16901962565
Bachelor,21,Chef,49,Male,Peru,53754.9229221176
Bachelor,16,Accountant,51,Female,Outlying-US(Guam-USVI-etc),68128.74421765802
Master,15,Customer Service Manager,55,Male,Hungary,81732.72147651557
High School,17,Social Worker,37,Female,Portugal,12991.595907234761
PhD,15,Event Planner,48,Male,Cuba,102863.8991241896
Bachelor,19,HR Specialist,33,Female,Iran,61399.86788778893
Bachelor,4,Event Planner,30,Female,Mexico,49591.82126823665
Master,27,Teacher,21,Female,Cuba,57801.71545893736
High School,28,Accountant,34,Female,Taiwan,22122.50756969923
Master,9,Graphic Designer,64,Female,Poland,58097.149918859664
PhD,20,Administrative Assistant,54,Male,Taiwan,66146.24592588337
Master,29,Sales Representative,47,Male,Cambodia,88585.37564694113
PhD,29,Administrative Assistant,35,Male,Canada,66060.14677295384
High School,26,Nurse,61,Male,Iran,21747.817601303424
PhD,10,Librarian,61,Male,United-States,72899.67894588043
PhD,16,Customer Service Manager,59,Male,Iran,110938.52457013197
High School,27,Accountant,49,Female,South,23400.0
Master,11,Construction Worker,35,Male,El-Salvador,40928.43082930691
PhD,12,Logistics Coordinator,45,Male,Scotland,94290.90630289985
Master,17,Project Manager (Non-IT),22,Female,Hungary,103210.86849145722
High School,1,Social Worker,51,Female,Hong,11270.502490181581
PhD,13,Nurse,26,Female,El-Salvador,123514.914845229
High School,15,Construction Worker,23,Female,Ireland,9568.156284737306
PhD,24,Event Planner,56,Female,Ecuador,110291.96025778449
Master,8,Marketing Manager,56,Male,Italy,70750.48491006736
High School,21,HR Specialist,34,Male,Hungary,20901.80894214962
PhD,18,Retail Store Manager,25,Male,El-Salvador,76411.41016037954
Bachelor,24,Customer Service Manager,48,Male,Ireland,53902.964241846676
PhD,18,Accountant,27,Male,South,130479.13343766856
High School,6,Retail Store Manager,46,Female,United-States,12713.04459549483
High School,27,Financial Analyst,22,Male,Hungary,22858.214799508365
Bachelor,15,Retail Store Manager,32,Male,Dominican-Republic,40731.15381781876
Bachelor,27,Logistics Coordinator,30,Female,Taiwan,47252.71232920269
Master,21,HR Specialist,41,Female,El-Salvador,98956.0949192412
Master,18,Administrative Assistant,51,Female,England,45660.78827179705
Bachelor,11,HR Specialist,22,Female,Germany,61164.54010868741
High School,10,Logistics Coordinator,44,Female,Haiti,12740.376178444621
Bachelor,19,Teacher,21,Female,Puerto-Rico,38427.615285430395
High School,20,Retail Store Manager,38,Male,China,14372.683837912691
PhD,2,Graphic Designer,24,Male,Ecuador,71821.83645803752
PhD,4,Administrative Assistant,61,Female,Iran,62088.02223493676
PhD,11,Teacher,37,Male,Hungary,79490.392663564
PhD,24,Teacher,40,Female,Hong,87326.19934428508
High School,27,Operations Coordinator,29,Female,Poland,16279.89904526669
Master,7,Nurse,20,Male,Nicaragua,90980.54763508
PhD,22,Data Entry Clerk,36,Male,Hong,48354.05477700203
PhD,20,Data Entry Clerk,52,Male,Iran,49149.86808718282
Bachelor,12,Customer Service Manager,39,Female,Cambodia,46199.48371387334
Master,24,Social Worker,32,Female,Dominican-Republic,61620.500950559894
PhD,2,Nurse,45,Male,Germany,121754.91261974344
Master,11,Event Planner,27,Male,Germany,67474.14667540207
PhD,17,Event Planner,35,Female,Yugoslavia,105152.1658655594
Bachelor,16,Social Worker,46,Male,Cuba,38168.28035434336
Master,9,HR Specialist,39,Male,France,93073.17636898514
Bachelor,23,Customer Service Manager,34,Male,Honduras,57157.08166118107
PhD,20,Sales Representative,31,Male,Iran,104460.7498820826
PhD,29,Logistics Coordinator,30,Female,Columbia,97216.32610310473
Master,26,Accountant,39,Female,England,107707.52786133722
PhD,20,Construction Worker,56,Female,United-States,64424.406775994954
PhD,25,Customer Service Manager,27,Female,Honduras,111435.7526647068
Bachelor,8,Teacher,27,Male,Yugoslavia,35515.85911818401
Master,10,Sales Representative,47,Male,Thailand,84914.71835104772
High School,4,Graphic Designer,45,Female,Italy,15674.379812188577
PhD,6,Accountant,50,Male,Cambodia,126071.24135420247
PhD,5,Project Manager (Non-IT),29,Female,Portugal,125895.19796795823
Master,3,Librarian,42,Male,Poland,48757.26204497526
Bachelor,10,Financial Analyst,53,Male,Taiwan,73225.81789558494
High School,16,Data Entry Clerk,31,Female,Germany,8504.104598381677
PhD,15,Construction Worker,58,Male,Germany,59837.917174421826
High School,8,Event Planner,45,Male,Thailand,15133.717355052026
High School,16,Operations Coordinator,31,Female,Jamaica,13993.595391542369
Master,7,HR Specialist,37,Female,Cuba,87968.39781325805
Master,27,Customer Service Manager,32,Male,France,83548.85989203473
High School,6,Logistics Coordinator,32,Male,Puerto-Rico,13464.100070007611
PhD,22,Nurse,58,Female,Columbia,132193.71661851316
Master,27,Project Manager (Non-IT),57,Female,El-Salvador,123840.0
PhD,3,HR Specialist,64,Female,Portugal,103187.2097979175
PhD,29,Project Manager (Non-IT),27,Male,Nicaragua,165900.0
High School,6,Chef,51,Male,Guatemala,14577.873114398777
Master,27,Librarian,50,Male,France,56640.0
PhD,20,Operations Coordinator,50,Female,?,104858.90270261497
Master,7,Nurse,32,Male,Mexico,87507.42874427754
